,WR,distances,corr
1977-06-09,4,2.6736763283498193,0.7269064236378507
1977-06-10,4,2.110576344852442,0.7815532689383639
1977-06-11,4,1.7830174741158282,0.8045510786042545
1977-06-12,4,1.9983650492215657,0.743248501258884
1977-06-13,4,2.404470131933636,0.6548573570959451
1977-06-14,4,2.564590748633933,0.5938760141452516
1977-06-15,4,2.3751177596972113,0.5578054998501174
1977-06-16,4,2.1119354812297257,0.4954178158114082
1977-06-17,4,2.3302567758735737,0.3117935288373193
1977-06-18,0,2.667727218391954,0.4108011310493753
1977-06-19,0,3.0318475569395518,0.5646316422403986
1977-06-20,0,3.389139768041763,0.6100377593984688
1977-06-21,0,3.5355836662932165,0.5932806008768088
1977-06-22,0,3.5073255866082658,0.5200798310200687
1977-06-23,0,3.4386908415002524,0.38475351637330185
1977-06-24,1,3.247455109939594,0.1448773276711541
1977-06-25,1,3.227811270174696,0.18668562395044366
1977-06-26,5,3.476575913221052,
1977-06-27,5,3.9389049502783333,
1977-06-28,0,4.353498920904531,0.2109815031476495
1977-06-29,0,4.623758095809213,0.31050196248543344
1977-06-30,0,4.632694773338217,0.3862745474421143
1977-07-01,0,4.3233046848017525,0.4331438820549081
1977-07-02,0,3.795523672650646,0.4541985857032808
1977-07-03,0,3.2837791624127104,0.45573097231589443
1977-07-04,0,3.0176383127390114,0.44685309190048633
1977-07-05,0,3.0094428114210334,0.43837630021293156
1977-07-06,0,3.09619790776245,0.43709952730656854
1977-07-07,0,3.193135888658343,0.4452614728879501
1977-07-08,0,3.3459797141144736,0.4599299307840898
1977-07-09,0,3.592732282355584,0.46998167693473863
1977-07-10,0,3.8754518405725844,0.46246692519750493
1977-07-11,0,4.109230295705887,0.4263038251572334
1977-07-12,0,4.271820362109687,0.3545457084386442
1977-07-13,0,4.394434083256602,0.2505739450115021
1977-07-14,5,4.430096435134613,
1977-07-15,5,4.2450841046124275,
1977-07-16,5,3.9236949366098837,
1977-07-17,5,3.475597680235951,
1977-07-18,3,2.993050616886356,0.3770319793441525
1977-07-19,3,2.6704182698103596,0.44465422952384615
1977-07-20,3,2.765572254710451,0.4021524579174709
1977-07-21,0,2.806421042718244,0.41972267888440984
1977-07-22,0,2.9474975472183598,0.4528173733437925
1977-07-23,0,3.157335372508482,0.4263380013056307
1977-07-24,0,3.4106475589322436,0.34804318585221444
1977-07-25,4,3.583896548262561,0.23927136640031035
1977-07-26,4,3.3595106028104973,0.374896086651586
1977-07-27,4,3.1099914353531886,0.460297653818023
1977-07-28,4,3.0198194358666637,0.4835554003498937
1977-07-29,4,3.2516410059509346,0.44650671363806993
1977-07-30,4,3.6988237713775183,0.37712748791372314
1977-07-31,4,4.092002043215386,0.3116767295829719
1977-08-01,4,4.2421387315915124,0.27119138123562564
1977-08-02,4,4.121019540504771,0.258937663039596
1977-08-03,4,3.8365722938391635,0.2639399113864627
1977-08-04,4,3.5535922034436482,0.26425032523345054
1977-08-05,4,3.3960968943157,0.2360059986413129
1977-08-06,0,3.2916668885972844,0.2564085065943195
1977-08-07,0,3.1787132181709623,0.37746039570826223
1977-08-08,0,3.2858971185658534,0.4573227125203933
1977-08-09,0,3.579293153999342,0.4862879765221861
1977-08-10,0,3.865299112769695,0.4823343658555455
1977-08-11,0,3.9454301478218605,0.4650912101210437
1977-08-12,0,3.760804763728506,0.44274866003415614
1977-08-13,0,3.453301652813011,0.41003784196854126
1977-08-14,0,3.3158315235661875,0.35336064225640607
1977-08-15,0,3.522125697095857,0.28455114743478815
1977-08-16,0,3.898020003881689,0.24348862417263628
1977-08-17,4,4.0890577434707795,0.29131834635121256
1977-08-18,4,4.1171731008519314,0.29807365974938904
1977-08-19,0,3.8586025438093294,0.3552861044725572
1977-08-20,0,3.5420197782592036,0.4256018574615104
1977-08-21,0,3.4051027634590727,0.4544367417211223
1977-08-22,0,3.5443629303593145,0.4150637610834719
1977-08-23,3,3.7679942385332104,0.3895221927699505
1977-08-24,3,3.9394511527506655,0.43855477693476796
1977-08-25,3,4.112460436560083,0.46318166185381704
1977-08-26,3,4.2433749422710045,0.47101146052914145
1977-08-27,3,4.292524917902366,0.4672203265105521
1977-08-28,3,4.217622546859906,0.45883654920549954
1977-08-29,3,4.002543607098228,0.4535567427453447
1977-08-30,3,3.6950059863627622,0.4539158362027758
1977-08-31,3,3.415734430424071,0.45246454926950413
1977-09-01,3,3.2933728675475304,0.43492026237848297
1977-09-02,3,3.3357099581204155,0.39566285988303074
1977-09-03,3,3.401220729349956,0.34567969599727716
1977-09-04,3,3.329953454152709,0.2986540437527489
1977-09-05,3,3.0677650402359977,0.2600354511349929
1977-09-06,5,2.5838573747187565,
1977-09-07,2,2.205842278682862,0.316361961194471
1977-09-08,2,2.135208082883011,0.3942792206804461
1977-09-09,2,2.372353757817245,0.4310527220766819
1977-09-10,2,2.6168306748080368,0.4692749114074039
1977-09-11,2,2.718115930876643,0.5218613650873448
1977-09-12,2,2.726111316099552,0.5674667329591142
1977-09-13,2,2.795979132543166,0.5629337068047289
1977-09-14,2,3.024674872555606,0.4892012935045486
1977-09-15,2,3.347360920131313,0.37617332508428436
1977-09-16,2,3.6193338967620186,0.25726627236360083
1977-09-17,3,3.672916224722373,0.29540393579406204
1977-09-18,5,3.5221097876599794,
1977-09-19,5,3.2048931831915968,
1977-09-20,5,2.892373222250794,
1977-09-21,5,2.772003365931463,
1977-09-22,5,2.939377676339319,
1977-09-23,2,3.174819836208116,0.25188559277390776
1977-09-24,2,3.3467621755750763,0.3173306390586409
1977-09-25,2,3.345875622473003,0.3487646514299862
1977-09-26,2,3.1418848583953216,0.33991833951673883
1977-09-27,2,2.847289031611774,0.2704932496685727
1977-09-28,5,2.4689483549053723,
1977-09-29,3,2.1647416901143504,0.41668003530188724
1977-09-30,3,2.131268261679775,0.443605213481921
1977-10-01,3,2.3905753613223597,0.369435882960436
1977-10-02,4,2.6253190326251366,0.32999436265326804
1977-10-03,4,2.745363403185031,0.4257506769125934
1977-10-04,4,2.9091656226437586,0.45448045639147683
1977-10-05,4,2.9590646542460313,0.4417006177113281
1977-10-06,4,2.7743928584459505,0.40452230214434565
1977-10-07,2,2.373697622778629,0.37460559992596354
1977-10-08,2,1.751370631024913,0.5444549471681324
1977-10-09,2,1.910265276244889,0.5049267227410634
1977-10-10,2,2.7405424038449264,0.3121075634228371
1977-10-11,1,3.440572290781065,0.38697371431967587
1977-10-12,1,3.786970747267792,0.4705228481707362
1977-10-13,1,3.8549877972492457,0.5172497859629034
1977-10-14,1,3.7001919880458707,0.5310869847361526
1977-10-15,5,3.4199859075664807,
1977-10-16,5,3.067030045391085,
1977-10-17,5,2.742545901357246,
1977-10-18,5,2.4862143782531994,
1977-10-19,1,2.388182026863877,0.3224290153089358
1977-10-20,1,2.3468516599922142,0.3745313937831815
1977-10-21,1,2.4801743807072816,0.43810881110582933
1977-10-22,1,2.6290794701778477,0.5011132980995379
1977-10-23,1,2.6514445865787537,0.5624833684405257
1977-10-24,1,2.5243316557548203,0.6178016616349641
1977-10-25,1,2.333455562946444,0.6479346156144412
1977-10-26,1,2.196479942041339,0.6217074407200996
1977-10-27,1,2.1651036259582574,0.536362025866447
1977-10-28,1,2.213557449944766,0.4340739582960191
1977-10-29,1,2.3224713765418006,0.3505523222900095
1977-10-30,1,2.5055284992697215,0.295445927284202
1977-10-31,1,2.74786832965559,0.2672086157665852
1977-11-01,1,2.9772937516536553,0.26190606614131356
1977-11-02,1,3.115440102589967,0.2759482191651451
1977-11-03,1,3.1356776107738313,0.30672590290777196
1977-11-04,1,3.0722106537104357,0.35059648274441874
1977-11-05,1,2.9801400839443226,0.4012696655764161
1977-11-06,1,2.8881605328025923,0.45294565915657736
1977-11-07,1,2.8046739037124158,0.5021288924164159
1977-11-08,1,2.777776425477454,0.5388119825527254
1977-11-09,1,2.913805738087497,0.5344553783728686
1977-11-10,1,3.272286977477832,0.45374901017252894
1977-11-11,5,3.6667964120619465,
1977-11-12,4,3.780273365789704,0.2869546069200683
1977-11-13,4,3.7098362468475985,0.4432103729815714
1977-11-14,4,3.485017159159113,0.5587099135508
1977-11-15,4,3.1702003242777677,0.6310923326137503
1977-11-16,4,2.946449236955169,0.6383953511733805
1977-11-17,4,3.0306097428491947,0.5472898942959975
1977-11-18,4,3.475912467416905,0.37677195997947815
1977-11-19,3,3.836232786386562,0.4281902295655674
1977-11-20,3,4.156404609340199,0.48427240888972206
1977-11-21,3,4.456770753466391,0.5027577795785778
1977-11-22,3,4.578518683445117,0.5008392370633662
1977-11-23,3,4.442106052579064,0.4877270334938117
1977-11-24,3,4.073872026643955,0.46746794464376906
1977-11-25,3,3.6078897220550616,0.44067406713839175
1977-11-26,3,3.236299341989743,0.4087817934345069
1977-11-27,3,3.073462965842953,0.38207376452222763
1977-11-28,3,3.0445587509234993,0.3762054427292702
1977-11-29,3,2.995808231480074,0.39629166304552293
1977-11-30,3,2.8806645083690063,0.43120814096808907
1977-12-01,3,2.8068995864582282,0.4595931919268354
1977-12-02,3,2.9136872492631647,0.467314637061393
1977-12-03,3,3.177680723496938,0.4623093878725644
1977-12-04,3,3.4233267997510746,0.46382262815172176
1977-12-05,3,3.5024356764189033,0.4851510949608729
1977-12-06,3,3.404141771924534,0.5248417092255544
1977-12-07,3,3.2651717567589587,0.5633899726981546
1977-12-08,3,3.2756055122269223,0.579595553416947
1977-12-09,3,3.4896135724507107,0.5734863677975661
1977-12-10,3,3.766537085325929,0.555800639207944
1977-12-11,3,3.931465438371404,0.5303320435741306
1977-12-12,3,3.9130997413023896,0.49119055461038913
1977-12-13,3,3.7736476607471636,0.42468291278783143
1977-12-14,1,3.609148137290487,0.24312275141006673
1977-12-15,1,3.415543940187512,0.3310585393217016
1977-12-16,1,3.4892053574068553,0.3693793976339802
1977-12-17,1,3.7157407165521823,0.3668035543162801
1977-12-18,1,3.927937551008971,0.3454746294189608
1977-12-19,0,3.922600918660031,0.20456830529892256
1977-12-20,0,3.6874866578636714,0.2577623111235016
1977-12-21,0,3.3661477930888557,0.2701418534777043
1977-12-22,0,3.0438556624361017,0.22629440791509964
1977-12-23,5,2.7469751887336726,
1977-12-24,4,2.5675325456036275,0.28966132219873336
1977-12-25,4,2.3946677286971885,0.5751135251924043
1977-12-26,4,2.51895553671445,0.7110781816497695
1977-12-27,4,2.7502974951597086,0.7691326787259124
1977-12-28,4,2.8879783889116863,0.7885927370675418
1977-12-29,4,2.833679320368866,0.7795088648986835
1977-12-30,4,2.5966592088288096,0.7378701115886551
1977-12-31,4,2.291229241636355,0.6458074296217571
1978-01-01,4,2.1249666076208893,0.4639710937734999
1978-01-02,5,2.076416038325048,
1978-01-03,3,2.0062166615855688,0.48240836019584465
1978-01-04,3,2.2030950334976644,0.4779885501935673
1978-01-05,3,2.4757184513743558,0.42956884651842914
1978-01-06,1,2.5995040185998746,0.36323747468165174
1978-01-07,1,2.486420641305962,0.38231033432131356
1978-01-08,1,2.343577087311044,0.3801959359064916
1978-01-09,1,2.2969747654257877,0.3506109327045151
1978-01-10,4,2.3379197085093772,0.36423064492480467
1978-01-11,4,2.2770362808111035,0.4764609575089444
1978-01-12,4,2.297070528892835,0.5343691569477822
1978-01-13,4,2.3514125326381987,0.5519130379953728
1978-01-14,4,2.418446488266426,0.5376229225043528
1978-01-15,4,2.474962273742463,0.4985979250627166
1978-01-16,4,2.4925548953658376,0.44197114053337666
1978-01-17,4,2.4781587578198216,0.3681673967782689
1978-01-18,1,2.1555287064128543,0.38347340749933634
1978-01-19,1,1.9388951475287162,0.49538247997150575
1978-01-20,1,2.0164987953321614,0.5546523772278814
1978-01-21,1,2.3267096885725214,0.5415152007461274
1978-01-22,1,2.666230925779753,0.49451867397968835
1978-01-23,1,2.913905052393296,0.4333829713329491
1978-01-24,0,3.029793457127772,0.5008927464016459
1978-01-25,0,2.770877716334011,0.5883262854002336
1978-01-26,0,2.5621962155584543,0.6393536586527271
1978-01-27,0,2.476510282377948,0.6385312100022797
1978-01-28,0,2.5151744823027116,0.5771079064501586
1978-01-29,0,2.6506113489513523,0.4487059995520738
1978-01-30,3,2.683015357795316,0.29706570121098214
1978-01-31,3,2.4656376095603285,0.41091883720463046
1978-02-01,3,2.375916548071817,0.4667150051379918
1978-02-02,3,2.4128858764108365,0.4610067450439962
1978-02-03,3,2.599218946395032,0.40266763600257033
1978-02-04,1,2.971577272842587,0.41855914471279726
1978-02-05,1,3.2908412913897247,0.37753003681624653
1978-02-06,1,3.850430846602454,0.2915403374848958
1978-02-07,1,4.467464389369766,0.19478278250003958
1978-02-08,0,4.864181585144662,0.3461107307814958
1978-02-09,0,4.931774665215361,0.45362426066769757
1978-02-10,0,4.77451790657082,0.5424671791914766
1978-02-11,0,4.418899236273636,0.6112682186418453
1978-02-12,0,3.940260088542818,0.655876767275447
1978-02-13,0,3.45151802649905,0.6705974367557666
1978-02-14,0,3.0804524115020744,0.6513882737707195
1978-02-15,0,2.9073275073032105,0.6022505888182847
1978-02-16,0,2.892878167039541,0.5397548204016973
1978-02-17,0,2.9112617882807403,0.4863514565565037
1978-02-18,0,2.8648753000819505,0.4571932965464386
1978-02-19,0,2.7515272204435943,0.4525846588488381
1978-02-20,0,2.649847090236757,0.4590749812161091
1978-02-21,0,2.6336679716410223,0.46310246121432486
1978-02-22,0,2.6821588278422994,0.4646182880579964
1978-02-23,0,2.706230104322099,0.4694306114880135
1978-02-24,0,2.6606061968866723,0.47611251620287554
1978-02-25,0,2.6089088435292656,0.4702244723298471
1978-02-26,0,2.672761196191639,0.43314248342666556
1978-02-27,0,2.8827325974738787,0.3713656312722356
1978-02-28,0,3.1249347658526982,0.31367529857163107
1978-03-01,3,3.2317054103105844,0.3043065105463551
1978-03-02,3,3.1594997821271305,0.32184481943334625
1978-03-03,3,3.1825224375471204,0.26868036105686244
1978-03-04,0,3.240924121001154,0.25596413276064556
1978-03-05,0,3.3498148547628492,0.24451723877367612
1978-03-06,0,3.450353279459854,0.2308126453068186
1978-03-07,5,3.378988202611544,
1978-03-08,5,3.166260633364762,
1978-03-09,1,2.8913278191636356,0.03288739696949793
1978-03-10,1,2.780805702877259,0.04432633062406716
1978-03-11,1,2.847913421689301,0.04784998351064086
1978-03-12,5,2.918443183562269,
1978-03-13,5,2.750791850447563,
1978-03-14,5,2.4839295446290963,
1978-03-15,5,2.374151638365682,
1978-03-16,2,2.4966243907249845,0.38723841523474006
1978-03-17,2,2.8021533243207544,0.42754188047226005
1978-03-18,2,3.041046003552052,0.4285007345568542
1978-03-19,2,3.06399282323877,0.40327827540160327
1978-03-20,2,2.9191327213717058,0.3394663060019213
1978-03-21,2,2.807807519715115,0.20722329571002931
1978-03-22,1,2.586755269790508,0.23609119653855137
1978-03-23,1,2.401329109377588,0.4476045377747431
1978-03-24,1,2.3503013435387285,0.596887821003799
1978-03-25,1,2.2781329012185516,0.6934815223253138
1978-03-26,1,2.1126919688745183,0.7487767991687567
1978-03-27,1,1.8867337387023106,0.7542599110205943
1978-03-28,1,1.6842620589067532,0.6899734973193348
1978-03-29,1,1.5924413030099158,0.5443522754997447
1978-03-30,1,1.6784838746616506,0.33133103568981853
1978-03-31,1,1.9542015497066065,0.10876432522401205
1978-04-01,1,2.343952802273891,-0.02716719609055709
1978-04-02,1,2.720351001330421,-0.05924023140143214
1978-04-03,1,2.971002270306769,-0.04549951014505997
1978-04-04,5,3.0311065978095777,
1978-04-05,5,2.9172083248674276,
1978-04-06,4,2.6702464235427112,0.35906740175888885
1978-04-07,4,2.513915011118183,0.4426148533698298
1978-04-08,4,2.5860165856954933,0.4784197793232482
1978-04-09,4,2.7758382500552456,0.46431571661818205
1978-04-10,4,2.9360816894517896,0.40781718017875623
1978-04-11,4,3.044687656236981,0.30510262017300377
1978-04-12,0,2.91211685497397,0.3701013600150202
1978-04-13,0,2.948280068278143,0.40487774479130717
1978-04-14,0,3.2557621860680253,0.3694821077384217
1978-04-15,0,3.659420684394892,0.29754790397280606
1978-04-16,0,3.9565952989611657,0.21785117142007093
1978-04-17,5,3.995235190193624,
1978-04-18,5,3.8075130687901106,
1978-04-19,5,3.5710440713586165,
1978-04-20,1,3.436900107291521,0.3504524607626123
1978-04-21,5,3.472580011867425,
1978-04-22,5,3.5798460131438627,
1978-04-23,4,3.609400250115839,0.16379158205550645
1978-04-24,4,3.39339807086128,0.2504189439511072
1978-04-25,4,3.054335402601509,0.3268767500241661
1978-04-26,4,2.6889434279103925,0.39383481647246293
1978-04-27,4,2.4659110182478554,0.43222728260041615
1978-04-28,4,2.5133388986732337,0.4151051606889034
1978-04-29,0,2.7810147312208806,0.36618105525708317
1978-04-30,0,2.797876003364467,0.48218554504731037
1978-05-01,0,2.7696439041388263,0.5825874841881648
1978-05-02,0,2.695324982242234,0.6585041395764797
1978-05-03,0,2.6403619054760794,0.6913606071731385
1978-05-04,0,2.6600594538737927,0.6647007350529994
1978-05-05,0,2.7307519696962737,0.5756159943658921
1978-05-06,0,2.788161443037297,0.4261731020939451
1978-05-07,5,2.7673143886604796,
1978-05-08,5,2.519987759978777,
